Movie Title,movie_id,release_date,genres,casts,directors,writers,producers,plot_summary,votes,rating
second hand husband,3948240,03 Jul 2015,Comedy & Romance,"['Alok Nath', 'Gippy Grewal', 'Supriya Karnik', 'Vijay Raaz', 'Tina Ahuja', 'Karamjit Anmol', 'Sanjay Mishra', 'Geeta Basra', 'Rubina', 'Dharmendra', 'Mukesh Tiwari', 'Rati Agnihotri', 'Deepshikha Nagpal', 'Ravi Kishan', 'Gurpreet Ghuggi']",['Smeep Kang'],"['Shreya Srivastava', 'Smeep Kang', 'Vaibhav Suman']","['Yogiraj Shetty', 'Amolak Singh Gakhal']","Gurpreet and Rajbir are in love and want to marry each other. The only thing stopping them is the alimony that Rajbir has to pay every month to his ex-wife, Neha. Gurpreet, being a lawyer, is aware that the alimony needs to be paid only till Neha gets married to somebody else. Thus, begins the two lovers' journey to find a suitable groom for Rajbir's ex-wife! Their comic journey goes through various twists and turns and finally culminates at a point where Rajbir's boss, Ajit Singh (Dharmendra), gets into trouble with his wife because of his flirtatious ways. What is the special in the special appearance of Mr. Aman Pathela and Is there a ray of hope here for Gurpreet and Rajbir? Can they manipulate their way out of this mess?",166.0,3.8
shart: the challenge,0410591,13 Aug 2004,Drama & Romance,"['Prakash Raj', 'Rajpal Yadav', 'Snehal Dabi', 'Tusshar Kapoor', 'Vrajesh Hirjee', 'Amrita Arora', 'Shakti Kapoor', 'Gracy Singh', 'Himani Shivpuri', 'Asrani', 'Ameesha Patel', 'Pawan Kalyan', 'Anupam Kher']",['Puri Jagannadh'],"['Imtiaz Patel', 'Puri Jagannadh']",['Trivikrama Rao T.'],"Karan lives a wealthy lifestyle in India, while his parents reside in the United States of America. Karan runs an advertising company and is very popular. He is in love with his childhood sweetheart, Sonam, and both are expected to marry son. Karan likes to get on challenges and bets - and ends up getting into a bet with Sonam that he can romance any woman and get her to marry him. Sonam chooses a woman, Saryu, and leaves for America to be with her future in-laws. Karan successfully woos Sarya, wins her heart and has her virtually eating out of his hand. He is all set to tell Sonam about his conquest - when he finds out that Saryu has a possessive brother, Nanda, who does not approve of Karan - and wants him out of her life, or else he would have him severely beaten up by his goons and forbids Saryu from seeing Karan. Karan accepts the challenge and is now determined to meet with Saryu at any and all costs. It is then that Nanda informs Saryu that Karan is really in love Sonam and both are expected to get married soon. A disbelieving Saryu asks Karan for confirmation - and gets it. She then tries to kill herself by consuming poison - and is rushed to hospital by her brother, where she recovers and recuperates. This is when Karan will attempt to meet her - and it is then that he will find out Sonam had literally forced him to take this bet for a devious reason.",161.0,3.5
daag (1952 film),,,,,,,,,,
ajanabee (1974 film),,,,,,,,,,
pyar jhukta nahin,0087958,11 Jan 1985,Family & Romance,"['Sudha Chopra', 'Harbans Darshan M. Arora', 'Roopesh Kumar', 'Master Vicky', 'Danny Denzongpa', 'Padmini Kolhapure', 'Mithun Chakraborty', 'Darshan', 'Seema Deo', 'Kedarnath Saigal', 'Manmohan Krishna', 'Sarita Devi', 'Ratna Bhooshan', 'Bindu', 'R. Sharda', 'Madhu Malini', 'Vikas Anand', 'Asrani', 'Chaman Puri', 'Pinchoo Kapoor']",['Vijay Sadanah'],"['Partho Mukerjee', 'S.H. Bihari', 'Amir Shamji']","['K.C. Bokadia', 'Mahavir Bokadia']","Ajay Khanna works as a Photographer and Jounralist earning Rs.850/- per month. He meets with wealthy Preeti B. Pratap, rescues her from goons, they become friendly and fall in love with each other. Preeti confides about Ajay to her parents, who disapprove and want her to get married to Rohit Prasad. When Preeti threatens to kill herself, they relent and the marriage takes place with Preeti moving in with Ajay in his small apartment away from the palatial house of her parents. When Kamini's sister comes to visit she is introduced to Ajay, and it is then Ajay finds out that Kamini has been exaggerating about his earnings and middle-class life. Then Ajay is promoted as the Editor of a sports magazine with a salary of Rs.4000/, much to the delight of Ajay and Preeti, however, this does not last long when Ajay is told that Bhanu Pratap had arranged this promotion. While Preeti is quite content with this arrangement, Ajay is not, arguments ensue, and a pregnant Preeti moves back into her parent's home. Bhanu is determined to keep Ajay away from Preeti, so much so that when Preeti gives birth to a boy, he decides to turn the child over to Ajay with strict instructions not to interfere in Preeti's life anymore. The question remains will two people who had been in love each other, remain apart from each other?",186.0,6.3
jagir (film),,,,,,,,,,
jia aur jia,3338188,27 Oct 2017,Drama,"['Arslan Goni', 'Zarina Wahab', 'Frank M. Ahearn', 'Richa Chadha', 'Jessika Hellfalk', 'Sol Roach', 'Kalki Koechlin', 'Konstantinos Vlastaras', 'Simon Larsson', 'Andras Sunyi', 'Badheka Harsh', 'Sudhanshu Pandey']",['Howard Rosemeyer'],"['Mudassar Aziz', 'Farahjaan Sheikh']","['Mudassar Aziz', 'Priti Vishwakarma', 'Mirza Askari', 'Azim Shaikh']","['A story about two starkly different women that share the same name. Together, they embark on a life-changing journey heading towards the same fate.::Andras Sunyi']",171.0,4.4
muqabla (1993 film),,,,,,,,,,
ishqeria,2802062,21 Sep 2018,Comedy & Romance,"['Neil Nitin Mukesh', 'Raj Narayan Singh', 'Rajni Nayyar', 'Mustaq Khan', 'Manish Anand', 'Richa Chadha', 'Ehsaas Madan', 'Raj Babbar', 'Bikramjeet Kanerwal', 'Lata Gandi', 'Sanaya Pithawalla', 'Mrudula Sathe', 'Gurbani', 'Mrinalini Sharma', 'Juby Devasia']",['Prerna Wadhawan'],"['Radhika Anand', 'Prerna Wadhawan']","['Gaurav Gautam', 'Parv Bali', 'Pooja Verma', 'Prerna Wadhawan', 'Yusuf Shaikh', 'Indivar Bhatia', 'Ravi Wadhawan']","When Kuhoo, a small town girl from an all girls school joins a hip co-ed university, a true behenji, who thinks herself as the queen of fashion, sees Raghav for the first time, she knows she's going to marry him and have his kids!. The problem? He doesn't seem to even see her!. Her gang of girlfriends plot to make Raghav fall madly in love with Kuhoo. What ensues is hilarious attempts at wooing, getting a behenji to turn mod and a love story that will make you relive your college days.",176.0,4.1
ishq hai tumse,0392950,2004,Romance,"['Alok Nath', 'Tiku Talsania', 'Beena Banerjee', 'Neena Kulkarni', 'Himani Shivpuri', 'Resham Tipnis', 'Dino Morea', 'Mohan Gokhale', 'Vikram Gokhale', 'Dinesh Hingoo', 'Bipasha Basu']",['G. Krishna'],"['Sana Yadi Reddy', 'Raman Bharadwaj', 'G. Krishna']","['G.V. Narasimha Rao', 'Narravula Gopi Krishna', 'Aadi Sheshagiri Rao Ghattamaneni']","The film follows Arjun, a Hindu man played by Morea, and Khusboo, a Muslim woman played by Basu. Their fathers (portrayed by Vikram Gokhale and Alok Nath, respectively) become good friends. During a marriage ceremony, Arjun comes across Khusboo and falls in love with her. However, he decides to hide his feelings from her and his family because of their differences in religion.When Arjun is about to confess his love to Khusboo, Arjun's father has a sudden kidney failure and is admitted to a hospital. The second time he musters the courage to express his feelings, Khusboo's father has a fake heart attack. Khusboo's parents arrange a marriage for her, and she, unaware of Arjun's love, obeys. This finally prods a desperate Arjun to admit his love for Khusboo.",163.0,3.1
angrakshak,0204823,17 Nov 1995,Action & Romance,"['Mahesh Anand', 'Amita Nangia', 'Pooja Bhatt', 'Mohnish Bahl', 'Rana Jung Bahadur', 'Saeed Jaffrey', 'Kulbhushan Kharbanda', 'Sunny Deol', 'Rami Reddy', 'Mohan Agashe']",['Ravi Raja Pinisetty'],"['Padam Kumar', 'Anees Bazmee', 'Ravi Raja Pinisetty']",['Vivek Kumar'],"Ajay leads a life as a gangster and is known for his short-temper which made him mercilessly murder a man named Ramesh for falling in love with his sister Asha. Years later Ajay takes up employment as a bodyguard to a politician Satyendra Pal Choudhary's daughter Priyanka alias Priya; only to find himself trapped in a world of deceit, lies, politics and crime.",179.0,4.4
pestonjee,0095857,20 May 1988,Comedy & Drama,"['Achyut Potdar', 'Imaaduddin Shah', 'Cyprus Dastoor', 'Naseeruddin Shah', 'Dady Sarkari', 'Shivaji Satam', 'Shabana Azmi', 'Farroukh Mehta', 'Sunil Tawde', 'Dady Dustoor', 'Kirron Kher', 'Anupam Kher', 'Chandu Parkhi']",['Vijaya Mehta'],"['B.K. Karanjia', 'Vijaya Mehta']",['Nfdc India'],"Phirojshah (Naseeruddin Shah) and Pestonjee (Anupam Kher) are two close friends. They attempt to do everything together, and they hope that they will marry the same day as well. Unfortunately, both go to see the same young lady, Jeroo (Shabana Azmi), and Pestonjee ends up getting married to Jeroo. Phirojshah has been stricken by Jeroo's beauty and decides not to marry, and takes a transfer away from the couple. During the years, he keeps in touch with the couple by mail. While on a visit to the couple, he finds out that Pestonjee has a mistress, and Jeroo does not know of this. How will this effect Phirojshah's friendship with Pestonjee? Does Phirojshah stand a chance with Jeroo?",219.0,7.1
amar (1954 film),,,,,,,,,,
commando (1988 film),,,,,,,,,,
dunno y... na jaane kyon,1742307,12 Nov 2010,Drama & Romance,"['Hazel Croney', 'Kabir Bedi', 'Parikshit Sahni', 'Kapil Kaustubh Sharma', 'Mahabanoo Mody-Kotwal', 'Asha Sachdev', 'Maradona Rebello', 'Zeenat Aman', 'Aryan Vaid', 'Yuvraaj Parashar', 'Helen', 'Rituparna Sengupta']",['Sanjay Sharma'],['Kapil Kaustubh Sharma'],"['Rajkumari Satyaprakash', 'Yuvraaj Parashar']",['Two men fall in love but struggle to be in a relationship openly in society.'],151.0,3.7
des pardes (1978 film),,,,,,,,,,
parama (film),12228374,,Short & Drama,['Alexia Love'],['Sean Marcus Headley'],,,,,
ek se badhkar ek (2004 film),,,,,,,,,,
vardi (film),14684732,,Sport,,['Nima Nourizadeh'],"['Paul Tamasy', 'Eric Johnson']",,,,
machhli jal ki rani hai,2208248,13 Jun 2014,Horror,"['Satyajeet', 'Murli Sharma', 'Saurabh Dubey', 'Swara Bhaskar', 'Abhinav Jain', 'Deepraj Rana', 'Yug Mahnot', 'Saandesh Nayak', 'Hemant Pandey', 'Reema Debnath', 'Sakha Kalyani', 'Bhanu Uday', 'Roshni Walia', 'Avinash Mukkanawar', 'Hritu', 'Resham Thakkar']",['Debaloy Dey'],,"['Viny Raj Modi', 'Abhinav Jain', 'Devesh Sharma', 'Rajneet Jain', 'Rajesh Jain', 'Sushil Agrawal']","Ayesha and Uday Saxena are a happily married couple living in Mumbai. Uday, a mechanical engineer, works in a private company and they are living a picture perfect life with their four year old son Sunny. One day, while coming back from a party Ayesha rash drives and both of them end up in a major road accident in which another lady who was driving the other car dies, breathing her last breath on Ayeshas' car's windshield, an incident that plays on her mind and depresses her. When Uday's boss, offers him the job of taking over the functioning of their Jabalpur factory, he grabs the opportunity to give Ayesha a change of atmosphere. Soon Uday gets busy with his company work and Ayesha with rearranging their life. Ayesha starts to feel the presence of someone in the house, hears noises etc. that no one else can. Her fears and her experiences grow and she gets isolated, she starts behaving in a bizarre manner. Believers & non-believers both are shocked at the turn of events involving Ayesha. What is it that she's experiencing? Will they lose Ayesha to the horror surrounding her? Or will Ayesha emerge strong from it?",262.0,2.3
dongari ka raja,6046994,11 Nov 2016,Action & Drama & Musical & Romance,"['Kumar Saurabh', 'Kamlesh Sawant', 'Sanjeev Kumar', 'Ronit Roy', 'Reecha Sinha', 'Sacheen Suvarna', 'Harshad Kumar', 'Gashmeer Mahajani', 'Farhan Rehman Khan', 'Muntazir Ahmad', 'Ashmit Patel', 'Ashwini Kalsekar', 'Sunny Leone', 'Mukesh Tiwari']",['Hadi Abrar'],['M. Salim'],"['Satish Mane', 'Sameer Mahabale', 'Ravi Singh', 'Ps Chhatwal']",['Two lovers fall into a passionate love affair in the underworld.'],164.0,3.9
hum hai raahi car ke,2100543,24 May 2013,Comedy & Romance,"['Adah Sharma', 'Vinita Goel', 'Brij Gopal', 'Amit Mistry', 'Rio Kapadia', 'Sanjay Dutt', 'Chunky Panday', 'Vivek Vaswani', 'Anupam Kher', 'Ashish Ranglani', 'Ashutosh Lobo Gajiwala', 'Samrat Mukherjee', 'Dev Goel', 'Sangeet Haldipur', 'Rati Agnihotri', 'Nirmal Soni', 'Tariq Vasudeva', 'Soneer Vadhera', 'Atul Srivastava', 'Juhi Chawla']",['Jyotin Goel'],['Jyotin Goel'],['Jyotin Goel'],"Hum Hai Raahi CAR Ke is the story of two friends who on one New Year's night decide to travel from Mumbai to Pune. But a trip that should only take a couple of hours ends up becoming an all-nighters, with wacky events keeping them on the road and preventing them from reaching their destination.",160.0,3.1
dhool ka phool,0052736,01 Jan 1959,Drama,"['Ravikant', 'Mehmood', 'Mala Sinha', 'C.L. Shah', 'Ashok Kumar', 'Ramchandra', 'Daisy Irani', 'Uma Dutt', 'Jagdish Raj', 'Leela Chitnis', 'Master Kelly', 'Nissar', 'Yasin Khan', 'Amir Banu', 'Nandini', 'Manmohan Krishna', 'Mohan Choti', 'Rajendra Kumar', 'Sushil Kumar', 'Narbada Shankar', 'R.P. Kapoor', 'Munni', 'Nanda', 'Jeevan']",['Yash Chopra'],['Mukhram Sharma'],['B.R. Chopra'],"Meena Khosla has an bicycle accident with fellow collegian Mahesh Kapoor, and after a few misunderstandings both fall in love with each other. They would like to get married, plan accordingly, and get intimate. When Mahesh's dad summons him home to get married, Mahesh initially refuses, but subsequently gives in, and gets married to Malti Rai. In the meantime, a pregnant Meena is thrown out of the house by her uncle and aunt, gives birth to baby boy, and abandons the child in a forest. The child is found by a kind-hearted devout Muslim, Abdul Rashid, who decides to adopt him, much to the charging of the Hindu and the Muslim communities. Abdul re-locates to the city, but is unable to shake the stigma of bringing up an illegitimate child, Roshan, who is subjected to all kinds of taunts by fellow classmates. Roshan then stops going to school, meets with Jaggu, a petty thief, who befriends him and introduces him to a life of crime. Then one day, the police arrest Roshan for theft, and bring him before a very disapproving judge - who is none other than his biological dad, Magistrate Mahesh Kapoor, who is all ready to impose a heavy jail sentence. Will the knowledge that his youth is his son change Mahesh's mind?",176.0,6.7
sangeet (film),0401015,2000,Musical,,,,,,,
holiday (2006 film),15060826,,Talk-Show,,,,,"['It is reviewed, link below.']",,
aitbaar,0377340,23 Jan 2004,Action & Drama & Musical & Thriller,"['Amardeep Jha', 'Shruti Ulfat', 'Pramod Moutho', 'Prithvi Zutshi', 'Amitabh Bachchan', 'Supriya Pilgaonkar', 'Ramona Sunavala', 'Dibyendu Bhattacharya', 'Raja Sevak', 'John Abraham', 'Ali Asgar', 'Tom Alter', 'Sumukhi Pendse', 'Arun Kannan', 'Firdaus Mevawala', 'Bipasha Basu']",['Vikram Bhatt'],"['Sanjeev Duggal', 'Girish Dhamija', 'Vikram Bhatt', 'Robin Bhatt']","['Shailaish Agarwaal', 'Rajesh Shah', 'Shabuddin Choudhary', 'Jatin Kumar']","After the tragic death of his son - Rohit, in a car accident, Dr. Ranveer Malhotra has been very protective of his daughter Ria. All is well for Ria until one day on a college mishap Ria reaches up with Aryan and both fall in love with each other. Aryan showers Ria with a lot of love and she thought that he is her ideal life partner. Ria invites Aryan to dinner at her home and introduces him to her parents. Her mother immediately approves of him but her father thinks that something is a miss and tells Ria to stop meeting Aryan. But Aryan is madly in love with Ria and refuses to leave her. When Ria disobeys him, her father decides to dig deeper into Aryan's past. Ranveer is desperate as he knows Ria is heading towards something dangerous.",1039.0,4.6
